satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,work_accident,left,promotion_last_5years,department_IT,department_RandD,department_accounting,department_hr,department_management,department_marketing,department_product_mng,department_sales,department_support,department_technical,salary_high,salary_low,salary_medium
0.96,0.6,5,182,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.64,0.86,5,274,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.91,0.59,4,177,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.53,0.64,3,168,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.61,0.55,4,231,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.44,0.99,5,119,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.97,0.84,3,223,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.98,0.84,3,139,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.43,0.46,2,156,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.73,0.49,3,248,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.82,0.85,4,223,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.9,1.0,5,221,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.5,0.76,4,229,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.1,0.77,6,280,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.27,0.54,7,278,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.09,0.78,6,263,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.86,0.88,5,268,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.53,0.96,4,272,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.09,0.88,7,265,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.78,0.76,5,168,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.11,0.81,6,260,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.45,0.45,2,154,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.4,0.46,2,160,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.58,0.72,4,170,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.72,1.0,4,245,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.63,0.54,4,147,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.1,0.78,6,310,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.4,0.49,2,135,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.37,0.56,2,156,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.79,0.99,4,177,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.97,0.4,4,258,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.89,0.92,5,242,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.38,0.5,2,140,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.11,0.79,6,244,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.19,0.59,7,192,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.1,0.79,6,291,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.09,0.93,7,270,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.1,0.81,6,301,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.99,0.79,4,213,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.84,0.63,3,121,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.78,0.63,5,259,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.55,0.54,3,233,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.88,0.45,5,274,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.98,0.74,3,185,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.45,0.46,2,155,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.59,0.83,3,156,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.11,0.84,6,298,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.67,0.65,5,242,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.56,0.66,5,155,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.78,0.89,4,272,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.76,1.0,5,219,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.79,0.83,2,192,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.36,0.48,2,136,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.44,0.46,2,138,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.09,0.96,6,245,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.83,0.96,5,275,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.73,0.86,5,249,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.39,0.53,2,127,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.63,0.5,4,167,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.11,0.97,7,310,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.87,0.95,5,227,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.39,0.45,2,134,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.46,0.53,2,147,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.45,0.5,2,150,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.72,0.57,2,248,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.85,0.87,5,246,5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.41,0.54,2,145,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.44,0.55,2,135,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.11,0.87,6,280,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.93,0.58,5,238,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.97,0.77,3,182,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.51,0.6,7,243,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.87,1.0,5,242,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.67,0.78,4,193,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.79,0.77,3,201,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.82,0.92,5,225,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.12,0.8,5,136,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.09,0.78,6,254,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.4,0.49,2,144,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.98,0.5,3,251,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.41,0.52,2,159,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.61,0.58,2,264,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.41,0.55,2,151,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.97,0.81,3,145,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.72,0.87,4,184,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.69,0.68,4,225,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.42,0.56,2,134,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.91,0.96,4,232,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.46,0.49,2,148,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.53,0.78,5,198,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.76,0.94,3,189,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.76,0.97,3,271,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.4,0.86,2,264,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.79,0.86,5,235,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.37,0.72,3,183,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.91,0.97,4,139,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.64,0.75,4,170,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.86,0.68,5,263,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.24,0.56,4,281,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.69,0.89,2,220,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.89,0.93,5,191,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.83,0.93,4,269,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.73,0.93,5,162,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.41,0.49,2,147,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.44,0.57,2,145,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.43,0.57,2,157,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.49,0.79,5,206,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.22,0.58,2,255,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.67,0.94,4,141,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.46,0.49,2,138,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.81,0.97,5,230,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.13,0.78,6,152,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.6,0.92,2,258,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.9,0.98,5,148,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.41,0.56,2,143,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.98,0.79,4,231,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.11,0.85,6,299,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.94,0.57,4,251,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.55,0.83,4,199,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.92,1.0,3,212,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.87,1.0,4,228,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.89,0.51,4,141,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.95,0.93,3,209,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.89,0.88,3,165,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.94,0.83,4,156,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.09,0.83,6,282,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.57,0.6,3,202,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.82,0.99,4,263,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.44,0.49,2,145,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.68,0.7,4,185,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.82,0.77,4,205,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.38,0.55,2,130,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.91,0.87,4,235,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.4,0.56,2,148,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.89,0.97,4,147,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.74,0.7,4,260,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.11,0.87,6,257,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.54,0.64,6,278,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.46,0.5,2,151,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.76,0.56,4,214,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.85,0.88,5,236,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.44,0.48,2,226,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.69,0.66,5,106,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.37,0.45,2,126,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.87,0.87,4,144,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.78,0.99,4,255,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.91,0.77,3,144,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.78,1.0,5,220,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.8,0.78,3,175,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.6,0.49,5,259,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.49,0.86,5,235,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.64,0.91,4,150,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.43,0.46,2,157,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.7,0.79,6,257,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.44,0.56,2,133,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.56,0.92,4,224,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.39,0.51,2,137,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.82,0.93,3,247,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.11,0.94,6,276,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.43,0.51,2,141,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.76,0.84,5,249,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.44,0.45,3,133,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.76,0.87,5,245,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.9,0.6,3,268,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.45,0.51,2,156,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.11,0.77,6,274,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.68,1.0,3,148,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.75,0.63,3,148,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.7,0.9,4,216,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.73,1.0,5,253,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.77,0.68,3,98,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.39,0.53,2,127,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.76,0.57,3,148,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.1,0.94,6,309,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.77,0.9,4,237,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.09,0.8,6,298,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.11,0.85,6,261,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.1,0.86,6,247,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.4,0.57,2,152,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.42,0.55,2,150,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.37,0.47,2,151,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.61,0.77,5,232,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.36,0.78,2,151,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.4,0.5,2,128,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.69,0.5,3,260,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.77,0.99,4,153,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.36,0.52,2,147,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.6,0.53,4,228,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.62,0.77,3,271,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.84,0.92,4,234,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.52,0.57,3,183,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.55,0.85,4,273,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.11,0.92,7,265,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1.0,0.41,4,174,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.72,0.71,3,242,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.74,0.87,5,242,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.77,0.58,4,202,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.55,0.49,5,195,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.43,0.46,2,126,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.39,0.48,2,154,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.36,0.5,2,132,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.84,0.98,5,270,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.14,0.83,5,153,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.58,0.62,3,213,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.38,0.53,2,140,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.4,0.55,2,147,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.1,0.93,6,299,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.98,0.55,4,255,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.1,0.89,7,291,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.48,0.89,4,145,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.61,0.47,2,253,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.66,0.51,5,149,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.6,0.8,4,253,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.35,0.56,3,144,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.85,0.85,3,182,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.62,0.79,4,268,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.36,0.52,2,157,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.49,0.6,3,214,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.84,1.0,5,218,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.9,0.73,2,203,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.36,0.57,2,144,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.9,0.88,4,205,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.98,0.83,5,211,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.38,0.47,2,143,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.86,1.0,5,257,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.42,0.46,2,135,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.72,0.85,5,246,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.69,0.59,4,266,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.09,0.93,6,279,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.7,0.55,4,159,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.77,0.74,5,263,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.69,0.63,3,226,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.84,0.4,4,246,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.11,0.96,6,301,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.96,0.52,4,228,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.88,0.75,4,201,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.6,0.91,5,211,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.45,0.46,2,149,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.1,0.9,7,286,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.1,0.84,6,283,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.7,0.79,3,226,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.11,0.9,6,254,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.73,1.0,4,252,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.75,0.97,5,243,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.1,0.86,6,288,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.5,0.64,4,213,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.8,0.6,3,247,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.76,0.62,3,150,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.37,0.45,2,126,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.1,0.87,7,289,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.81,1.0,4,253,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.1,0.88,7,300,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.61,0.57,4,144,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.36,0.44,4,114,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.93,0.6,4,184,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.1,0.88,6,284,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.43,0.57,2,157,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.46,0.5,2,156,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.24,0.82,5,179,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.54,0.74,4,164,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.65,0.72,3,134,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.43,0.51,2,131,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.67,0.66,6,272,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.1,0.87,6,306,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.5,0.81,3,170,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.88,0.68,3,185,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.09,0.84,6,269,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.48,0.57,4,270,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.43,0.53,2,152,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.39,0.56,2,160,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.88,0.7,4,146,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.94,0.45,2,211,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.45,0.46,2,153,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.09,0.87,3,214,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.1,0.91,6,287,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.52,0.8,5,209,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.52,0.97,4,170,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.87,0.75,4,218,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.75,1.0,4,216,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.51,0.83,5,249,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.79,0.98,4,271,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.45,0.57,2,134,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.84,0.56,5,224,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.94,0.7,5,147,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.53,0.75,4,239,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.51,0.52,3,164,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.11,0.9,6,253,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.1,0.98,6,268,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.77,0.99,4,260,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.48,0.68,4,163,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.63,0.55,3,160,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.1,0.93,7,305,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.9,0.99,4,259,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.37,0.55,2,152,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.67,0.68,4,254,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.37,0.48,2,137,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.44,0.49,2,145,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.36,0.56,2,137,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.62,0.89,3,131,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.46,0.57,2,152,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.82,0.94,5,236,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
